"method","dataset","session","condition","alpha1_strength","events","K","M","T","empirical_nu_base","mean_events_per_actor_mark_per_sec","ring_size","hub_actor","true_ring","n_injected_events","hawkes_sampler_used","seed","heldout_frac","heldout_split_t","train_events","test_events","heldout_loglik","heldout_nll_per_event","heldout_metric_type","field_auc","precision","recall","f1","hub_correct","loglik_final","active_mean","b2_lambda0","b2_lambda1","b2_p00","b2_p11"
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99949333333353","37499","4104","-1058.3211453294607","0.25787552274109665","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7286589964757346","549.6388888888889","1476.0","0.8918918918918919","0.6428571428571429"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99949333333353","37499","4104","-10882.220712257451","2.6516132339808602","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","2","0.2","95.99949333333353","37499","4104","3789.168472514436","-0.9232866648426988","latent_ctmc_marginal_interval_loglik","","","","","","81534.87290758002","0.28540324618095675",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99949333333353","37499","4104","3525.9742451793763","-0.859155517831232","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","78819.78150484605","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99949333333353","37499","4104","-1058.3211453294607","0.25787552274109665","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7286589964757346","549.6388888888889","1476.0","0.8918918918918919","0.6428571428571429"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99949333333353","37499","4104","-10882.220712257451","2.6516132339808602","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","3","0.2","95.99949333333353","37499","4104","3757.619202795191","-0.9155992209539939","latent_ctmc_marginal_interval_loglik","","","","","","81241.58796406112","0.28590575362568077",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99949333333353","37499","4104","3511.5532721398404","-0.8556416355116571","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","78694.34932742105","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99949333333353","37499","4104","-1058.3211453294607","0.25787552274109665","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7286589964757346","549.6388888888889","1476.0","0.8918918918918919","0.6428571428571429"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99949333333353","37499","4104","-10882.220712257451","2.6516132339808602","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","4","0.2","95.99949333333353","37499","4104","3712.098251652207","-0.9045073712602844","latent_ctmc_marginal_interval_loglik","","","","","","81105.21820028526","0.28120238232059364",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99949333333353","37499","4104","3556.115766183807","-0.8664999430272434","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","78654.22920319955","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99949333333353","37499","4104","-1058.3211453294607","0.25787552274109665","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7286589964757346","549.6388888888889","1476.0","0.8918918918918919","0.6428571428571429"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99949333333353","37499","4104","-10882.220712257451","2.6516132339808602","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","5","0.2","95.99949333333353","37499","4104","3767.8405828081964","-0.9180898106257789","latent_ctmc_marginal_interval_loglik","","","","","","81180.73655995744","0.2801719594768212",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99949333333353","37499","4104","3503.2479437465317","-0.8536179200162114","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","78785.09769959183","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99949333333353","37499","4104","-1058.3211453294607","0.25787552274109665","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7286589964757346","549.6388888888889","1476.0","0.8918918918918919","0.6428571428571429"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99949333333353","37499","4104","-10882.220712257451","2.6516132339808602","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","6","0.2","95.99949333333353","37499","4104","3725.0584298232707","-0.9076653094111283","latent_ctmc_marginal_interval_loglik","","","","","","81191.06770165928","0.28401860564038084",,,,
"B1_static_gates","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99949333333353","37499","4104","3560.577423997756","-0.8675870916173869","single_regime_static_marked_hawkes_loglik_from_static_gates","","","","","","78760.61573304713","","","","",""
"B2_modular_hmm_hawkes","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99949333333353","37499","4104","-1058.3211453294607","0.25787552274109665","modular_hmm_interval_count_loglik_segmentation_stage","","","","","","","0.7286589964757346","549.6388888888889","1476.0","0.8918918918918919","0.6428571428571429"
"B3_static_svd","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99949333333353","37499","4104","-10882.220712257451","2.6516132339808602","single_regime_full_matrix_marked_hawkes_loglik_before_svd_selection","","","","","","","","","","",""
"Proposed","binance_vision","ftx_k20_q99_minutes_nov11_1400_bankruptcy_sol_heavy","real_crypto_window_sweep","","41603","20","2","119.9993666666669","8.667337410947429","8.667337410947429","4","0","[0, 1, 2, 3]","0","False","7","0.2","95.99949333333353","37499","4104","3767.37377518123","-0.9179760660772978","latent_ctmc_marginal_interval_loglik","","","","","","81252.68444616193","0.27908393043865415",,,,
